Year,Site-yr,Site-no,Site,Soil,Texture,prevCrop,Till,Treatment,Treat-no,Plot,Rep,lbsN,FN,lbsP2O5,FP,lbsK20,FK,lbsS,FS,POP ha,POP ac,GDM,CDM,VDM,TDM,cobHi,HI,EARS,BARR,PROL,KERNE,KERNm,HSW,gUN,cUN,vUN,UN,NHI,gUP,cUP,vUP,UP,PHI,gUK,cUK,vUK,UK,KHI,gUCa,cUCa,vUCa,UCa,CaHI,gUMg,cUMg,vUMg,UMg,MgHI,gUS,cUS,vUS,US,SHI,gN,gP,gK,gCa,gMg,gS,cN,cP,cK,cCa,cMg,cS,vN,vP,vK,vCa,vMg,vS,SOM 0-4,SOM 4-8,SOM 0-8,SOM 8-16,pH 0-4,pH 4-8,pH 0-8,pH 8-16,bpH 0-4,bpH 4-8,bpH 0-8,bpH 8-16,Bray-P 0-4,Bray-P 4-8,Bray-P 0-8,Bray-P 8-16,cumBray-P8,cumBray-P16,Olsen-P 0-4,Olsen-P 4-8,Olsen-P 0-8,Olsen-P 8-16,cumOls-P8,cumOls-P16,K 0-4,K 4-8,K 0-8,K 8-16,cumK8,cumK16,NO3-12S,NO3-24S,NO3-36S,NO3-48S,avgNO3-S2ft,avgNO3-S3ft,avgNO3-S4ft,cumNO3-S,NO3-12F,NO3-24F,NO3-36F,NO3-48F,avgNO3-F,cumNO3-F,PSNT,Amino-N 0-6,Amino-N 6-12,SO4-S12,SO4-S24,SO4-S36,avgSO4-S,cumSO4-S,Zn 0-4,Zn 4-8,Zn 0-8,Fe 0-4,Fe 4-8,Fe 0-8,Mn 0-4,Mn 4-8,Mn 0-8,Cu 0-4,Cu 4-8,Cu 0-8,S 0-4,S 4-8,S 0-8,BD 0-8,irrigN,Observed L (F),Observed H (F),Normal L (F),Normal H (F),Observed Precip (inches),Observed S Fall (inches),GY Mg
2003,19,8,SCAL,Crete,siL,soybean,CT,N2P1K1,5,410,4,100,112,41,20,43,40,0,0,72308,29262,14122,1472,14837,30431,0.91,0.46,69070,4.5,0.0,563,3891,36.3,179.8,6.7,139.9,326.4,0.55,46.2,0.4,6.0,52.7,0.88,59.6,11.3,376.4,447.2,0.13,2.7,0.2,76.3,79.2,0.03,18.7,0.4,17.0,36.1,0.52,14.0,0.5,15.9,30.4,0.46,1.27,0.33,0.42,0.02,0.13,0.10,0.46,0.03,0.76,0.01,0.03,0.03,0.94,0.04,2.54,0.51,0.11,0.11,,,3.00,2.40,,,6.30,5.93,,,7.00,6.60,,,9.6,4.0,25.3,36.4,,,6.2,1.5,16.5,20.7,,,585,441,1544,2766,8.3,2.9,3.8,3.8,5.6,5.0,4.7,76.6,3.6,0.9,0.7,0.7,1.5,23.6,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,16.21
2003,19,8,SCAL,Crete,siL,soybean,CT,N3P1K1,6,106,1,150,168,41,20,43,40,0,0,77704,31446,15086,1500,13632,30217,0.91,0.50,75546,2.8,0.0,543,4099,36.8,199.9,6.8,153.8,360.5,0.55,59.6,0.4,2.5,62.5,0.95,75.1,11.5,425.3,511.9,0.15,3.3,0.2,75.9,79.4,0.04,19.6,0.4,14.8,34.9,0.56,15.9,0.5,12.2,28.6,0.56,1.33,0.40,0.50,0.02,0.13,0.11,0.46,0.03,0.76,0.01,0.03,0.03,1.13,0.02,3.12,0.56,0.11,0.09,,,3.57,3.07,,,6.53,5.85,,,7.00,6.05,,,22.6,6.8,59.7,78.5,,,15.0,3.9,39.7,50.7,,,675,320,1781,2668,10.2,3.9,2.7,2.7,7.0,5.6,4.8,78.6,4.1,0.7,0.6,0.6,1.5,23.9,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,17.32
2003,19,8,SCAL,Crete,siL,soybean,CT,N3P1K1,6,208,2,150,168,41,20,43,40,0,0,78783,31883,14688,1542,12237,28466,0.91,0.52,73387,6.8,0.0,549,4032,36.4,198.0,7.0,101.1,306.1,0.65,53.3,0.4,3.7,57.4,0.93,66.1,11.8,361.0,438.9,0.15,3.1,0.2,55.4,58.7,0.05,10.8,0.4,21.5,32.8,0.33,15.2,0.5,9.3,25.0,0.61,1.35,0.36,0.45,0.02,0.07,0.10,0.46,0.03,0.76,0.01,0.03,0.03,0.83,0.03,2.95,0.45,0.18,0.08,,,3.37,2.93,,,6.72,6.30,,,7.00,7.00,,,14.0,5.3,37.1,51.7,,,10.0,2.5,26.3,33.3,,,616,394,1627,2719,10.9,2.9,3.4,3.4,6.9,5.7,5.1,83.3,5.6,1.0,0.7,0.9,2.1,33.3,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,16.86
2003,19,8,SCAL,Crete,siL,soybean,CT,N3P1K1,6,302,3,150,168,41,20,43,40,0,0,67991,27515,13437,1559,12086,27081,0.90,0.50,65833,6.3,3.2,540,3558,37.8,201.7,7.1,91.7,300.5,0.67,48.5,0.4,6.0,54.9,0.88,61.1,11.9,333.4,406.5,0.15,2.8,0.2,50.5,53.5,0.05,13.8,0.5,13.2,27.4,0.50,13.8,0.5,9.8,24.1,0.57,1.50,0.36,0.46,0.02,0.10,0.10,0.46,0.03,0.76,0.01,0.03,0.03,0.76,0.05,2.76,0.42,0.11,0.08,,,3.40,3.05,,,6.62,6.19,,,7.00,6.45,,,11.5,5.4,30.3,45.3,,,10.6,2.3,28.0,34.3,,,651,448,1719,2963,9.9,2.9,2.2,2.2,6.4,5.0,4.3,69.7,5.3,1.1,0.9,0.9,2.0,32.9,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,15.42
2003,19,8,SCAL,Crete,siL,soybean,CT,N3P1K1,6,401,4,150,168,41,20,43,40,0,0,73387,29699,14218,1531,14967,30715,0.90,0.46,71229,2.9,0.0,544,3874,36.7,157.2,7.0,148.9,313.1,0.50,55.7,0.4,6.2,62.3,0.89,71.6,11.7,397.5,480.8,0.15,2.8,0.2,81.8,84.8,0.03,21.8,0.4,23.9,46.1,0.47,15.8,0.5,15.4,31.7,0.50,1.11,0.39,0.50,0.02,0.15,0.11,0.46,0.03,0.76,0.01,0.03,0.03,1.00,0.04,2.66,0.55,0.16,0.10,,,2.91,2.54,,,6.79,6.20,,,7.00,6.69,,,13.4,5.7,35.5,51.2,,,7.5,2.7,19.9,27.2,,,686,445,1812,3045,10.4,3.3,2.2,2.2,6.9,5.3,4.5,73.3,3.7,0.8,0.6,0.7,1.4,23.2,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,16.32
2003,19,8,SCAL,Crete,siL,soybean,CT,N4P1K1 ,7,112,1,250,280,41,20,43,40,0,0,73387,29699,14016,1605,13508,29128,0.90,0.48,73387,1.5,1.5,508,3732,37.6,198.7,7.3,181.5,387.6,0.51,55.0,0.4,5.6,61.1,0.90,70.3,12.3,388.5,471.1,0.15,2.9,0.2,78.5,81.7,0.04,15.3,0.5,30.6,46.4,0.33,15.0,0.5,13.2,28.8,0.52,1.42,0.39,0.50,0.02,0.11,0.11,0.46,0.03,0.76,0.01,0.03,0.03,1.34,0.04,2.88,0.58,0.23,0.10,,,3.54,3.35,,,6.43,6.05,,,7.00,6.41,,,9.9,5.4,26.2,41.2,,,9.4,1.6,24.9,29.5,,,597,386,1575,2646,13.7,4.8,3.6,3.6,9.2,7.4,6.4,104.2,9.4,4.5,1.6,1.6,4.3,69.4,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,16.09
2003,19,8,SCAL,Crete,siL,soybean,CT,N4P1K1 ,7,211,2,250,280,41,20,43,40,0,0,72308,29262,14756,1351,12253,28360,0.92,0.52,74466,0.0,3.0,541,4028,36.6,193.3,6.2,142.1,341.6,0.57,49.3,0.4,5.8,55.6,0.89,65.9,10.3,367.1,443.3,0.15,3.0,0.2,72.3,75.4,0.04,15.2,0.4,20.8,36.3,0.42,15.3,0.4,10.9,26.6,0.57,1.31,0.33,0.45,0.02,0.10,0.10,0.46,0.03,0.76,0.01,0.03,0.03,1.16,0.05,3.00,0.59,0.17,0.09,,,3.13,2.84,,,6.54,5.97,,,7.00,6.34,,,13.1,6.0,34.7,51.4,,,7.1,2.5,18.9,25.9,,,542,417,1431,2588,8.7,3.0,2.3,2.3,5.8,4.7,4.1,66.2,4.6,1.5,0.7,0.9,1.9,31.1,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,16.94
2003,19,8,SCAL,Crete,siL,soybean,CT,N4P1K1 ,7,309,3,250,280,41,20,43,40,0,0,73387,29699,14294,1653,13491,29439,0.90,0.49,70150,4.4,0.0,541,3792,37.7,186.4,7.5,144.1,338.0,0.55,43.6,0.4,2.9,47.0,0.93,59.5,12.6,371.0,443.1,0.13,3.1,0.2,101.4,104.7,0.03,12.2,0.5,26.7,39.4,0.31,14.4,0.5,18.8,33.8,0.43,1.30,0.31,0.42,0.02,0.09,0.10,0.46,0.03,0.76,0.01,0.03,0.03,1.07,0.02,2.75,0.75,0.20,0.14,,,3.08,2.62,,,6.55,6.22,,,7.00,6.72,,,12.2,5.1,32.2,46.4,,,7.8,2.3,20.5,26.9,,,647,429,1709,2898,8.9,2.6,2.6,2.6,5.7,4.7,4.2,67.8,2.2,1.2,1.0,0.9,1.3,21.2,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,16.41
2003,19,8,SCAL,Crete,siL,soybean,CT,N4P1K1 ,7,411,4,250,280,41,20,43,40,0,0,77704,31446,15297,1378,13617,30293,0.92,0.50,78783,0.0,1.4,556,4381,34.9,196.0,6.3,169.8,372.0,0.53,52.1,0.4,5.5,58.0,0.90,67.7,10.5,392.5,470.7,0.14,3.4,0.2,62.4,66.0,0.05,16.4,0.4,23.2,40.0,0.41,16.1,0.5,11.8,28.4,0.57,1.28,0.34,0.44,0.02,0.11,0.11,0.46,0.03,0.76,0.01,0.03,0.03,1.25,0.04,2.88,0.46,0.17,0.09,,,2.81,2.30,,,6.27,5.90,,,7.00,6.40,,,10.9,4.6,28.7,41.4,,,8.8,2.3,23.2,29.6,,,604,647,1596,3390,10.4,4.3,2.3,2.3,7.4,5.7,4.8,78.6,10.0,5.6,1.4,1.8,4.7,76.2,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,17.56
2003,19,8,SCAL,Crete,siL,soybean,CT,N4P2K2,8,109,1,250,280,82,40,86,80,0,0,79863,32319,15018,1584,13805,30407,0.90,0.49,77704,2.7,0.0,515,3998,37.6,191.5,7.2,143.4,342.1,0.56,54.3,0.4,3.1,57.8,0.94,67.5,12.1,395.1,474.7,0.14,3.0,0.2,77.8,81.0,0.04,16.8,0.5,24.9,42.1,0.40,14.7,0.5,13.4,28.6,0.51,1.27,0.36,0.45,0.02,0.11,0.10,0.46,0.03,0.76,0.01,0.03,0.03,1.04,0.02,2.86,0.56,0.18,0.10,,,3.76,3.62,,,6.41,6.12,,,7.00,6.26,,,12.7,5.5,33.5,48.7,,,8.5,3.0,22.6,31.0,,,640,464,1689,2975,8.7,3.6,4.2,4.2,6.2,5.5,5.2,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,17.24
2003,19,8,SCAL,Crete,siL,soybean,CT,N4P2K2,8,202,2,250,280,82,40,86,80,0,0,80942,32756,14703,1507,14417,30628,0.91,0.48,74466,8.0,0.0,532,3962,37.1,195.6,6.9,179.6,382.1,0.51,57.6,0.4,8.9,66.9,0.86,71.0,11.5,451.4,533.9,0.13,3.1,0.2,74.0,77.3,0.04,15.9,0.4,22.4,38.7,0.41,14.5,0.5,11.6,26.6,0.55,1.33,0.39,0.48,0.02,0.11,0.10,0.46,0.03,0.76,0.01,0.03,0.03,1.25,0.06,3.13,0.51,0.16,0.08,,,3.71,3.30,,,6.57,6.23,,,7.00,6.38,,,58.2,16.1,153.5,198.2,,,38.0,11.4,100.4,131.9,,,792,647,2090,3885,10.8,4.0,5.3,5.3,7.4,6.7,6.3,103.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,16.88
2003,19,8,SCAL,Crete,siL,soybean,CT,N4P2K2,8,311,3,250,280,82,40,86,80,0,0,77704,31446,15226,1415,12973,29614,0.91,0.51,77704,1.4,1.4,545,4236,35.9,203.4,6.4,153.5,363.3,0.56,60.3,0.4,4.7,65.4,0.92,71.6,10.8,396.6,479.0,0.15,3.0,0.2,56.5,59.8,0.05,20.6,0.4,21.4,42.4,0.49,15.8,0.5,10.8,27.0,0.58,1.34,0.40,0.47,0.02,0.13,0.10,0.46,0.03,0.76,0.01,0.03,0.03,1.18,0.04,3.06,0.44,0.16,0.08,,,3.06,2.43,,,6.52,6.12,,,7.00,6.76,,,11.8,5.4,31.2,46.2,,,6.5,1.6,17.2,21.7,,,624,406,1647,2772,12.7,2.6,2.7,2.7,7.7,6.0,5.2,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,17.48
2003,19,8,SCAL,Crete,siL,soybean,CT,N4P2K2,8,407,4,250,280,82,40,86,80,0,0,79863,32319,14476,1499,13049,29024,0.91,0.50,76625,4.1,0.0,526,4027,35.9,194.7,6.8,154.6,356.2,0.55,56.3,0.4,9.4,66.1,0.85,71.0,11.5,377.0,459.4,0.15,3.2,0.2,62.3,65.7,0.05,14.1,0.4,20.5,35.1,0.40,14.9,0.5,12.7,28.0,0.53,1.35,0.39,0.49,0.02,0.10,0.10,0.46,0.03,0.76,0.01,0.03,0.03,1.18,0.07,2.89,0.48,0.16,0.10,,,3.52,2.85,,,6.53,6.35,,,7.00,7.00,,,21.0,6.7,55.5,74.2,,,11.6,3.3,30.7,39.8,,,815,854,2152,4519,9.9,3.7,4.1,4.1,6.8,5.9,5.4,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,16.62
2003,19,8,SCAL,Crete,siL,soybean,CT,UNL,9,103,1,115,129,41,20,0,0,0,0,76625,31009,14280,1352,11636,27268,0.91,0.52,74466,2.8,0.0,546,4066,35.1,190.3,6.2,109.4,305.9,0.62,55.4,0.4,3.8,59.6,0.93,65.4,10.3,321.9,397.6,0.16,3.1,0.2,58.9,62.3,0.05,19.6,0.4,13.8,33.8,0.58,14.9,0.4,10.8,26.1,0.57,1.33,0.39,0.46,0.02,0.14,0.10,0.46,0.03,0.76,0.01,0.03,0.03,0.94,0.03,2.77,0.51,0.12,0.09,,,3.60,3.40,,,6.63,5.70,,,7.00,6.02,,,13.4,5.3,35.3,50.1,,,8.3,2.7,21.9,29.3,,,768,429,2028,3218,10.0,3.3,3.8,3.8,6.7,5.7,5.2,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,16.39
2003,19,8,SCAL,Crete,siL,soybean,CT,UNL,9,212,2,115,129,41,20,0,0,0,0,75546,30572,14394,1270,11520,27183,0.92,0.53,71229,5.7,0.0,554,3944,36.5,188.3,5.8,105.3,299.3,0.63,50.8,0.3,4.4,55.6,0.91,65.4,9.7,322.5,397.6,0.16,3.0,0.2,49.7,52.9,0.06,10.8,0.4,10.0,21.2,0.51,15.5,0.4,10.0,25.9,0.60,1.31,0.35,0.45,0.02,0.07,0.11,0.46,0.03,0.76,0.01,0.03,0.03,0.91,0.04,2.80,0.43,0.09,0.09,,,3.01,2.87,,,6.60,6.04,,,7.00,6.64,,,12.6,6.5,33.2,51.2,,,6.4,2.1,16.8,22.8,,,495,406,1308,2432,8.4,3.1,3.4,3.4,5.7,5.0,4.6,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,16.52
2003,19,8,SCAL,Crete,siL,soybean,CT,UNL,9,301,3,115,129,41,20,0,0,0,0,76625,31009,13629,1576,11096,26300,0.90,0.52,67991,12.7,1.4,548,3727,36.6,180.6,7.2,76.6,264.3,0.68,50.5,0.4,3.4,54.3,0.93,64.1,12.0,286.4,362.5,0.18,2.7,0.2,44.4,47.3,0.06,21.6,0.5,14.6,36.7,0.59,15.1,0.5,7.8,23.5,0.65,1.33,0.37,0.47,0.02,0.16,0.11,0.46,0.03,0.76,0.01,0.03,0.03,0.69,0.03,2.58,0.40,0.13,0.07,,,3.46,3.09,,,6.58,6.31,,,7.00,7.00,,,14.8,5.7,39.1,54.8,,,10.2,2.5,26.9,34.0,,,604,390,1596,2677,10.2,3.5,3.6,3.6,6.8,5.7,5.2,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,15.64
2003,19,8,SCAL,Crete,siL,soybean,CT,UNL,9,409,4,115,129,41,20,0,0,0,0,78783,31883,14043,1461,11668,27172,0.91,0.52,76625,2.7,0.0,523,4010,35.0,189.9,6.7,100.9,297.4,0.64,47.3,0.4,3.8,51.5,0.92,62.7,11.2,321.0,394.9,0.16,2.9,0.2,60.3,63.5,0.05,19.2,0.4,16.7,36.3,0.53,15.7,0.5,12.6,28.8,0.55,1.35,0.34,0.45,0.02,0.14,0.11,0.46,0.03,0.76,0.01,0.03,0.03,0.87,0.03,2.75,0.52,0.14,0.11,,,3.37,2.88,,,6.34,6.16,,,7.00,6.61,,,10.8,4.0,28.5,39.5,,,6.1,1.9,16.2,21.4,,,643,332,1699,2618,9.5,2.4,2.6,2.6,5.9,4.8,4.3,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,16.12
2003,19,8,SCAL,Crete,siL,soybean,CT,N0P0K0,12,104,1,0,0,0,0,0,0,0,0,71229,28825,10385,1123,11373,22881,0.90,0.45,69070,3.0,0.0,514,3550,29.3,106.7,5.1,72.3,184.1,0.58,37.0,0.3,9.2,46.6,0.80,47.8,8.6,291.0,347.5,0.14,2.3,0.2,53.7,56.2,0.04,13.9,0.3,23.0,37.3,0.37,10.1,0.4,9.3,19.7,0.51,1.03,0.36,0.46,0.02,0.13,0.10,0.46,0.03,0.76,0.01,0.03,0.03,0.64,0.08,2.56,0.47,0.20,0.08,,,3.50,3.32,,,6.53,6.17,,,7.00,6.22,,,17.0,5.5,44.9,60.2,,,11.1,2.4,29.3,36.0,,,663,413,1750,2896,10.1,3.5,3.2,3.2,6.8,5.6,5.0,81.2,,,,,,,30.1,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,11.92
2003,19,8,SCAL,Crete,siL,soybean,CT,N0P0K0,12,205,2,0,0,0,0,0,0,0,0,73387,29699,10019,1050,10538,21607,0.91,0.46,71229,2.9,0.0,494,3516,28.5,99.7,4.8,63.1,167.6,0.59,33.1,0.3,8.6,41.9,0.79,42.9,8.0,227.3,278.3,0.15,2.3,0.1,46.8,49.3,0.05,13.8,0.3,24.5,38.5,0.36,9.5,0.3,9.9,19.8,0.48,1.00,0.33,0.43,0.02,0.14,0.09,0.46,0.03,0.76,0.01,0.03,0.03,0.60,0.08,2.16,0.44,0.23,0.09,,,3.45,3.00,,,6.65,6.34,,,7.00,7.00,,,41.2,13.7,108.7,146.6,,,27.5,7.1,72.5,92.3,,,737,519,1946,3384,9.4,2.9,2.1,2.1,6.1,4.8,4.1,66.3,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,11.50
2003,19,8,SCAL,Crete,siL,soybean,CT,N0P0K0,12,306,3,0,0,0,0,0,0,0,0,70150,28389,10204,1171,10634,22009,0.90,0.46,69070,1.5,0.0,495,3416,29.9,117.9,5.3,69.3,192.5,0.61,32.4,0.3,5.2,37.9,0.85,42.6,8.9,244.4,295.9,0.14,2.0,0.2,54.6,56.8,0.04,10.9,0.3,23.7,35.0,0.31,10.6,0.4,8.0,18.9,0.56,1.15,0.32,0.42,0.02,0.11,0.10,0.46,0.03,0.76,0.01,0.03,0.03,0.65,0.05,2.30,0.51,0.22,0.07,,,3.21,2.98,,,6.33,6.04,,,7.00,6.29,,,11.3,5.4,29.8,44.6,,,6.4,1.6,16.8,21.4,,,601,429,1586,2775,8.6,2.2,2.4,2.4,5.4,4.4,3.9,63.2,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,11.71
2003,19,8,SCAL,Crete,siL,soybean,CT,N0P0K0,12,404,4,0,0,0,0,0,0,0,0,75546,30572,9972,1107,10481,21560,0.90,0.46,74466,1.4,0.0,493,3672,27.2,126.1,5.0,58.5,189.7,0.67,31.9,0.3,6.3,38.4,0.83,45.2,8.5,284.8,338.4,0.13,2.1,0.2,44.8,47.0,0.04,11.5,0.3,16.6,28.4,0.40,10.3,0.4,8.0,18.7,0.55,1.26,0.32,0.45,0.02,0.12,0.10,0.46,0.03,0.76,0.01,0.03,0.03,0.56,0.06,2.72,0.43,0.16,0.08,,,2.96,2.55,,,6.53,6.03,,,7.00,6.45,,,12.4,4.6,32.8,45.7,,,13.6,4.5,36.0,48.4,,,433,402,1143,2256,9.2,3.1,2.1,2.1,6.2,4.8,4.1,66.9,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,11.45
2003,19,8,SCAL,Crete,siL,soybean,CT,N4P2K0-pop,11,107,1,250,280,82,40,0,0,0,0,91734,37123,14680,1525,13201,29405,0.91,0.50,86338,5.9,0.0,496,4284,34.3,193.5,6.9,173.9,374.3,0.52,51.5,0.4,2.8,54.8,0.94,64.7,11.7,352.2,428.6,0.15,2.9,0.2,101.9,105.1,0.03,19.0,0.4,29.9,49.4,0.39,15.1,0.5,18.6,34.1,0.44,1.32,0.35,0.44,0.02,0.13,0.10,0.46,0.03,0.76,0.01,0.03,0.03,1.32,0.02,2.67,0.77,0.23,0.14,,,3.25,3.10,,,6.57,6.23,,,7.00,6.50,,,15.0,5.7,39.5,55.5,,,9.6,2.3,25.3,31.6,,,597,398,1575,2678,11.3,4.5,4.3,4.3,7.9,6.7,6.1,99.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,16.85
2003,19,8,SCAL,Crete,siL,soybean,CT,N4P2K0-pop,11,204,2,250,280,82,40,0,0,0,0,89576,36250,14864,1292,11166,27323,0.92,0.54,84179,6.0,0.0,515,4338,34.3,204.8,5.9,136.3,347.1,0.59,57.6,0.4,5.4,63.3,0.91,70.6,9.9,382.5,463.0,0.15,3.1,0.2,56.6,59.9,0.05,16.8,0.4,15.0,32.2,0.52,14.8,0.4,10.1,25.4,0.58,1.38,0.39,0.47,0.02,0.11,0.10,0.46,0.03,0.76,0.01,0.03,0.03,1.22,0.05,3.43,0.51,0.13,0.09,,,3.09,2.58,,,6.73,6.44,,,7.00,7.00,,,62.7,13.2,165.6,202.1,,,44.6,9.1,117.6,142.7,,,745,589,1967,3599,10.8,3.8,4.0,4.0,7.3,6.2,5.7,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,17.06
2003,19,8,SCAL,Crete,siL,soybean,CT,N4P2K0-pop,11,310,3,250,280,82,40,0,0,0,0,90655,36687,14665,1298,11936,27899,0.92,0.53,86338,4.8,0.0,504,4354,33.7,177.0,5.9,89.8,272.7,0.65,53.4,0.4,1.6,55.4,0.97,68.5,9.9,371.3,449.8,0.15,2.9,0.2,58.5,61.7,0.05,14.0,0.4,16.1,30.5,0.46,14.6,0.4,10.2,25.2,0.58,1.21,0.36,0.47,0.02,0.10,0.10,0.46,0.03,0.76,0.01,0.03,0.03,0.75,0.01,3.11,0.49,0.14,0.09,,,3.03,2.58,,,6.64,6.18,,,7.00,6.55,,,12.9,5.2,34.2,48.5,,,7.3,2.1,19.2,25.1,,,636,425,1678,2857,11.7,3.8,3.0,3.0,7.8,6.2,5.4,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,16.83
2003,19,8,SCAL,Crete,siL,soybean,CT,N4P2K0-pop,11,406,4,250,280,82,40,0,0,0,0,88496,35813,15096,1296,13432,29824,0.92,0.51,86338,2.4,0.0,500,4319,35.0,168.0,5.9,167.4,341.3,0.49,54.5,0.4,7.1,61.9,0.88,65.0,9.9,416.8,491.7,0.13,3.2,0.2,74.9,78.2,0.04,20.2,0.4,18.9,39.4,0.51,16.3,0.4,13.5,30.3,0.54,1.11,0.36,0.43,0.02,0.13,0.11,0.46,0.03,0.76,0.01,0.03,0.03,1.25,0.05,3.10,0.56,0.14,0.10,,,3.30,3.00,,,6.64,6.25,,,7.00,6.81,,,14.6,9.3,38.6,64.5,,,7.9,4.2,20.9,32.5,,,628,421,1658,2825,11.9,3.7,4.6,4.6,7.8,6.7,6.2,100.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,17.33
2003,19,8,SCAL,Crete,siL,soybean,CT,N4P2K2-pop,10,101,1,250,280,82,40,86,80,0,0,87417,35376,14623,1456,13315,29395,0.91,0.50,86338,1.2,0.0,484,4176,35.0,190.5,6.6,176.8,374.0,0.51,54.3,0.4,3.5,58.2,0.93,72.5,11.1,457.5,541.1,0.13,3.4,0.2,70.5,74.0,0.05,13.4,0.4,22.0,35.8,0.37,15.0,0.5,12.2,27.7,0.54,1.30,0.37,0.50,0.02,0.09,0.10,0.46,0.03,0.76,0.01,0.03,0.03,1.33,0.03,3.44,0.53,0.16,0.09,,,3.46,3.24,,,6.28,6.10,,,7.00,6.55,,,13.3,4.8,35.0,48.4,,,9.1,2.3,23.9,30.2,,,593,390,1565,2646,10.8,3.7,2.8,2.8,7.2,5.7,5.0,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,16.79
2003,19,8,SCAL,Crete,siL,soybean,CT,N4P2K2-pop,10,210,2,250,280,82,40,86,80,0,0,91734,37123,15008,1537,13038,29583,0.91,0.51,89576,2.4,0.0,487,4362,34.4,193.8,7.0,166.2,367.0,0.53,51.9,0.4,7.4,59.7,0.87,66.3,11.7,382.0,460.0,0.14,3.0,0.2,84.1,87.4,0.03,21.3,0.4,27.5,49.3,0.43,14.5,0.5,16.0,31.1,0.47,1.29,0.35,0.44,0.02,0.14,0.10,0.46,0.03,0.76,0.01,0.03,0.03,1.27,0.06,2.93,0.65,0.21,0.12,,,3.30,3.02,,,6.65,6.25,,,7.00,6.51,,,14.0,5.7,37.0,52.8,,,9.8,3.3,25.9,35.1,,,573,398,1514,2616,10.0,3.6,2.8,2.8,6.8,5.4,4.8,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,17.23
2003,19,8,SCAL,Crete,siL,soybean,CT,N4P2K2-pop,10,304,3,250,280,82,40,86,80,0,0,92813,37560,14949,1499,13676,30124,0.91,0.50,86338,7.0,0.0,513,4425,33.8,202.9,6.8,155.8,365.5,0.56,59.1,0.4,8.1,67.5,0.87,72.9,11.5,409.4,493.8,0.15,3.0,0.2,75.1,78.3,0.04,18.2,0.4,20.9,39.5,0.46,15.8,0.5,14.5,30.8,0.51,1.36,0.40,0.49,0.02,0.12,0.11,0.46,0.03,0.76,0.01,0.03,0.03,1.14,0.06,2.99,0.55,0.15,0.11,,,3.32,2.99,,,6.75,6.38,,,7.00,7.00,,,11.7,4.8,31.0,44.2,,,7.4,4.5,19.5,31.9,,,640,433,1689,2889,8.2,2.8,3.1,3.1,5.5,4.7,4.3,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,10,,,,,,,17.16
